,Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Seccio_Censal,Import_Euros 
698,2017,7,Horta-Guinardó,43,Horta,113,13818
699,2017,7,Horta-Guinardó,43,Horta,114,15587
729,2017,8,Nou Barris,45,Porta,21,13039
728,2017,8,Nou Barris,45,Porta,20,13416
727,2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,19,12464
726,2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,18,13496
725,2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,17,15071
724,2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,16,13103
723,2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,15,12103
722,2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,14,12322
721,2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,13,14060
720,2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,12,13907
719,2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,11,15773
718,2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,10,14657
717,2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,9,12793
716,2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,8,14846
731,2017,8,Nou Barris,45,Porta,23,12106
715,2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,7,14393
713,2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,5,14200
712,2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,4,12222
711,2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,3,13829
710,2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,2,14997
709,2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,1,13519
708,2017,7,Horta-Guinardó,43,Horta,123,14850
707,2017,7,Horta-Guinardó,43,Horta,122,14076
706,2017,7,Horta-Guinardó,43,Horta,121,12939
705,2017,7,Horta-Guinardó,43,Horta,120,13651
704,2017,7,Horta-Guinardó,43,Horta,119,13233
703,2017,7,Horta-Guinardó,43,Horta,118,14739
702,2017,7,Horta-Guinardó,43,Horta,117,14048
701,2017,7,Horta-Guinardó,43,Horta,116,13831
700,2017,7,Horta-Guinardó,43,Horta,115,17341
714,2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,6,14087
1065,2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,235,12440
1067,2017,10,Sant Martí,71,Provençals del Poblenou,237,11997
1066,2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,236,13353
364,2018,4,Les Corts,19,les Corts,21,24118
363,2018,4,Les Corts,19,les Corts,20,21635
362,2018,4,Les Corts,19,les Corts,19,26337
361,2018,4,Les Corts,19,les Corts,18,21976
360,2018,4,Les Corts,19,les Corts,17,20640
359,2018,4,Les Corts,19,les Corts,16,20294
358,2018,4,Les Corts,19,les Corts,15,20961
357,2018,4,Les Corts,19,les Corts,14,20390
356,2018,4,Les Corts,19,les Corts,13,22565
355,2018,4,Les Corts,19,les Corts,12,19829
354,2018,4,Les Corts,19,les Corts,11,21865
353,2018,4,Les Corts,19,les Corts,10,20598
352,2018,4,Les Corts,19,les Corts,9,18718
351,2018,4,Les Corts,19,les Corts,8,16003
350,2018,4,Les Corts,19,les Corts,7,15853
349,2018,4,Les Corts,19,les Corts,6,18621
348,2018,4,Les Corts,19,les Corts,5,17590
347,2018,4,Les Corts,19,les Corts,4,18989
346,2018,4,Les Corts,19,les Corts,3,19315
345,2018,4,Les Corts,19,les Corts,2,20773
344,2018,4,Les Corts,19,les Corts,1,17818
343,2018,3,Sants-Montjuïc,13,la Marina de Port,213,10155
342,2018,3,Sants-Montjuïc,13,la Marina de Port,212,12394
341,2018,3,Sants-Montjuïc,13,la Marina de Port,211,13583
340,2018,3,Sants-Montjuïc,18,Sants,114,19234
339,2018,3,Sants-Montjuïc,18,Sants,113,21320
338,2018,3,Sants-Montjuïc,18,Sants,112,18966
337,2018,3,Sants-Montjuïc,18,Sants,111,15878
336,2018,3,Sants-Montjuïc,18,Sants,110,15766
365,2018,4,Les Corts,19,les Corts,22,21604
335,2018,3,Sants-Montjuïc,18,Sants,109,15480
366,2018,4,Les Corts,19,les Corts,23,32242
368,2018,4,Les Corts,19,les Corts,25,20024
397,2018,4,Les Corts,21,Pedralbes,54,27094
396,2018,4,Les Corts,21,Pedralbes,53,22557
395,2018,4,Les Corts,21,Pedralbes,52,32242
394,2018,4,Les Corts,21,Pedralbes,51,21819
393,2018,4,Les Corts,21,Pedralbes,50,32242
392,2018,4,Les Corts,20,la Maternitat i Sant Ramon,49,27019
391,2018,4,Les Corts,20,la Maternitat i Sant Ramon,48,21819
390,2018,4,Les Corts,20,la Maternitat i Sant Ramon,47,19776
389,2018,4,Les Corts,20,la Maternitat i Sant Ramon,46,24239
388,2018,4,Les Corts,20,la Maternitat i Sant Ramon,45,16562
387,2018,4,Les Corts,20,la Maternitat i Sant Ramon,44,16898
386,2018,4,Les Corts,20,la Maternitat i Sant Ramon,43,20725
385,2018,4,Les Corts,20,la Maternitat i Sant Ramon,42,15450
384,2018,4,Les Corts,20,la Maternitat i Sant Ramon,41,15208
383,2018,4,Les Corts,20,la Maternitat i Sant Ramon,40,14126
382,2018,4,Les Corts,20,la Maternitat i Sant Ramon,39,17804
381,2018,4,Les Corts,20,la Maternitat i Sant Ramon,38,18788
380,2018,4,Les Corts,20,la Maternitat i Sant Ramon,37,18742
379,2018,4,Les Corts,20,la Maternitat i Sant Ramon,36,16227
378,2018,4,Les Corts,19,les Corts,35,21692
377,2018,4,Les Corts,19,les Corts,34,23168
376,2018,4,Les Corts,19,les Corts,33,18268
375,2018,4,Les Corts,19,les Corts,32,18373
374,2018,4,Les Corts,19,les Corts,31,18838
373,2018,4,Les Corts,19,les Corts,30,22292
372,2018,4,Les Corts,19,les Corts,29,24938
371,2018,4,Les Corts,19,les Corts,28,19439
370,2018,4,Les Corts,19,les Corts,27,21600
369,2018,4,Les Corts,19,les Corts,26,21027
367,2018,4,Les Corts,19,les Corts,24,31646
334,2018,3,Sants-Montjuïc,18,Sants,108,15060
333,2018,3,Sants-Montjuïc,18,Sants,107,16555
332,2018,3,Sants-Montjuïc,18,Sants,106,14662
297,2018,3,Sants-Montjuïc,17,Sants - Badal,71,12185
296,2018,3,Sants-Montjuïc,17,Sants - Badal,70,12800
295,2018,3,Sants-Montjuïc,16,la Bordeta,69,15483
294,2018,3,Sants-Montjuïc,16,la Bordeta,68,13441
293,2018,3,Sants-Montjuïc,16,la Bordeta,67,14647
292,2018,3,Sants-Montjuïc,16,la Bordeta,66,13933
291,2018,3,Sants-Montjuïc,16,la Bordeta,65,15220
290,2018,3,Sants-Montjuïc,16,la Bordeta,64,14843
289,2018,3,Sants-Montjuïc,16,la Bordeta,63,13376
288,2018,3,Sants-Montjuïc,16,la Bordeta,62,14639
287,2018,3,Sants-Montjuïc,16,la Bordeta,61,13388
286,2018,3,Sants-Montjuïc,16,la Bordeta,60,15862
285,2018,3,Sants-Montjuïc,16,la Bordeta,59,13236
284,2018,3,Sants-Montjuïc,16,la Bordeta,58,17982
283,2018,3,Sants-Montjuïc,16,la Bordeta,57,13961
282,2018,3,Sants-Montjuïc,15,Hostafrancs,56,15234
281,2018,3,Sants-Montjuïc,15,Hostafrancs,55,14576
280,2018,3,Sants-Montjuïc,15,Hostafrancs,54,15118
279,2018,3,Sants-Montjuïc,15,Hostafrancs,53,13222
278,2018,3,Sants-Montjuïc,15,Hostafrancs,52,13041
277,2018,3,Sants-Montjuïc,15,Hostafrancs,51,12291
276,2018,3,Sants-Montjuïc,15,Hostafrancs,50,15490
275,2018,3,Sants-Montjuïc,15,Hostafrancs,49,15128
274,2018,3,Sants-Montjuïc,15,Hostafrancs,48,17121
273,2018,3,Sants-Montjuïc,15,Hostafrancs,47,14040
272,2018,3,Sants-Montjuïc,14,la Font de la Guatlla,46,18986
271,2018,3,Sants-Montjuïc,14,la Font de la Guatlla,45,14746
270,2018,3,Sants-Montjuïc,14,la Font de la Guatlla,44,13158
269,2018,3,Sants-Montjuïc,14,la Font de la Guatlla,43,14962
298,2018,3,Sants-Montjuïc,17,Sants - Badal,72,13393
299,2018,3,Sants-Montjuïc,17,Sants - Badal,73,15196
300,2018,3,Sants-Montjuïc,17,Sants - Badal,74,14124
301,2018,3,Sants-Montjuïc,17,Sants - Badal,75,13625
331,2018,3,Sants-Montjuïc,18,Sants,105,13783
330,2018,3,Sants-Montjuïc,18,Sants,104,14282
329,2018,3,Sants-Montjuïc,18,Sants,103,15018
328,2018,3,Sants-Montjuïc,18,Sants,102,14920
327,2018,3,Sants-Montjuïc,18,Sants,101,15268
326,2018,3,Sants-Montjuïc,18,Sants,100,14474
325,2018,3,Sants-Montjuïc,18,Sants,99,14649
324,2018,3,Sants-Montjuïc,18,Sants,98,13531
323,2018,3,Sants-Montjuïc,18,Sants,97,11213
322,2018,3,Sants-Montjuïc,18,Sants,96,14126
321,2018,3,Sants-Montjuïc,18,Sants,95,15405
320,2018,3,Sants-Montjuïc,18,Sants,94,17167
319,2018,3,Sants-Montjuïc,18,Sants,93,16532
318,2018,3,Sants-Montjuïc,18,Sants,92,16143
398,2018,4,Les Corts,21,Pedralbes,55,32242
317,2018,3,Sants-Montjuïc,18,Sants,91,16243
315,2018,3,Sants-Montjuïc,18,Sants,89,17070
314,2018,3,Sants-Montjuïc,18,Sants,88,15523
313,2018,3,Sants-Montjuïc,18,Sants,87,18253
312,2018,3,Sants-Montjuïc,18,Sants,86,19949
311,2018,3,Sants-Montjuïc,17,Sants - Badal,85,15975
310,2018,3,Sants-Montjuïc,17,Sants - Badal,84,15924
309,2018,3,Sants-Montjuïc,17,Sants - Badal,83,15996
308,2018,3,Sants-Montjuïc,17,Sants - Badal,82,16560
307,2018,3,Sants-Montjuïc,17,Sants - Badal,81,15084
306,2018,3,Sants-Montjuïc,17,Sants - Badal,80,14545
305,2018,3,Sants-Montjuïc,17,Sants - Badal,79,12633
304,2018,3,Sants-Montjuïc,17,Sants - Badal,78,14216
303,2018,3,Sants-Montjuïc,17,Sants - Badal,77,14291
302,2018,3,Sants-Montjuïc,17,Sants - Badal,76,12797
316,2018,3,Sants-Montjuïc,18,Sants,90,18391
399,2018,4,Les Corts,21,Pedralbes,56,32242
400,2018,4,Les Corts,20,la Maternitat i Sant Ramon,84,23135
401,2018,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",1,13968
497,2018,5,Sarrià-Sant Gervasi,27,el Putget i Farró,97,22159
496,2018,5,Sarrià-Sant Gervasi,27,el Putget i Farró,96,19015
495,2018,5,Sarrià-Sant Gervasi,27,el Putget i Farró,95,19104
494,2018,5,Sarrià-Sant Gervasi,27,el Putget i Farró,94,26612
493,2018,5,Sarrià-Sant Gervasi,27,el Putget i Farró,93,22960
492,2018,5,Sarrià-Sant Gervasi,27,el Putget i Farró,92,32242
491,2018,5,Sarrià-Sant Gervasi,27,el Putget i Farró,91,20490
490,2018,5,Sarrià-Sant Gervasi,27,el Putget i Farró,90,20077
489,2018,5,Sarrià-Sant Gervasi,27,el Putget i Farró,89,23412
488,2018,5,Sarrià-Sant Gervasi,27,el Putget i Farró,88,21098
487,2018,5,Sarrià-Sant Gervasi,27,el Putget i Farró,87,21044
486,2018,5,Sarrià-Sant Gervasi,27,el Putget i Farró,86,20128
485,2018,5,Sarrià-Sant Gervasi,27,el Putget i Farró,85,18257
484,2018,5,Sarrià-Sant Gervasi,27,el Putget i Farró,84,19897
483,2018,5,Sarrià-Sant Gervasi,27,el Putget i Farró,83,22158
482,2018,5,Sarrià-Sant Gervasi,27,el Putget i Farró,82,18478
481,2018,5,Sarrià-Sant Gervasi,27,el Putget i Farró,81,20809
480,2018,5,Sarrià-Sant Gervasi,27,el Putget i Farró,80,20640
479,2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,79,22187
478,2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,78,23769
477,2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,77,23406
476,2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,76,24374
475,2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,75,24982
474,2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,74,24977
473,2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,73,22330
472,2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,72,23946
471,2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,71,21203
470,2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,70,23040
469,2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,69,23853
498,2018,5,Sarrià-Sant Gervasi,27,el Putget i Farró,98,19473
499,2018,6,Gràcia,28,Vallcarca i els Penitents,1,16810
500,2018,6,Gràcia,28,Vallcarca i els Penitents,2,16783
501,2018,6,Gràcia,28,Vallcarca i els Penitents,3,16215
531,2018,6,Gràcia,31,Vila de Gràcia,34,17105
530,2018,6,Gràcia,31,Vila de Gràcia,33,17421
529,2018,6,Gràcia,31,Vila de Gràcia,32,15954
528,2018,6,Gràcia,31,Vila de Gràcia,31,17554
527,2018,6,Gràcia,31,Vila de Gràcia,30,16499
526,2018,6,Gràcia,31,Vila de Gràcia,29,17256
525,2018,6,Gràcia,31,Vila de Gràcia,28,16469
524,2018,6,Gràcia,30,la Salut,27,18492
523,2018,6,Gràcia,30,la Salut,26,18188
522,2018,6,Gràcia,30,la Salut,25,18620
521,2018,6,Gràcia,30,la Salut,24,17840
520,2018,6,Gràcia,30,la Salut,23,23460
519,2018,6,Gràcia,30,la Salut,22,17074
518,2018,6,Gràcia,30,la Salut,21,19503
468,2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,68,26216
517,2018,6,Gràcia,30,la Salut,20,16938
515,2018,6,Gràcia,30,la Salut,18,16512
514,2018,6,Gràcia,29,el Coll,17,14132
513,2018,6,Gràcia,29,el Coll,16,13313
512,2018,6,Gràcia,29,el Coll,15,14336
511,2018,6,Gràcia,29,el Coll,14,16123
510,2018,6,Gràcia,29,el Coll,13,16048
509,2018,6,Gràcia,28,Vallcarca i els Penitents,12,22695
508,2018,6,Gràcia,28,Vallcarca i els Penitents,11,21281
507,2018,6,Gràcia,28,Vallcarca i els Penitents,10,19529
506,2018,6,Gràcia,28,Vallcarca i els Penitents,9,23889
505,2018,6,Gràcia,28,Vallcarca i els Penitents,8,17160
504,2018,6,Gràcia,28,Vallcarca i els Penitents,7,18805
503,2018,6,Gràcia,28,Vallcarca i els Penitents,6,21404
502,2018,6,Gràcia,28,Vallcarca i els Penitents,4,17826
516,2018,6,Gràcia,30,la Salut,19,16486
268,2018,3,Sants-Montjuïc,14,la Font de la Guatlla,42,13684
467,2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,67,26384
465,2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,65,22995
430,2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,30,32242
429,2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,29,32242
428,2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,28,29225
427,2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,27,32242
426,2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,26,32242
425,2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,25,32242
424,2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,24,32242
423,2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,23,19690
422,2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,22,32242
421,2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,21,32242
420,2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,20,27839
419,2018,5,Sarrià-Sant Gervasi,23,Sarrià,19,29743
418,2018,5,Sarrià-Sant Gervasi,23,Sarrià,18,22166
417,2018,5,Sarrià-Sant Gervasi,23,Sarrià,17,32242
416,2018,5,Sarrià-Sant Gervasi,23,Sarrià,16,19260
415,2018,5,Sarrià-Sant Gervasi,23,Sarrià,15,25875
414,2018,5,Sarrià-Sant Gervasi,23,Sarrià,14,26162
413,2018,5,Sarrià-Sant Gervasi,23,Sarrià,13,22996
412,2018,5,Sarrià-Sant Gervasi,23,Sarrià,12,22293
411,2018,5,Sarrià-Sant Gervasi,23,Sarrià,11,20820
410,2018,5,Sarrià-Sant Gervasi,23,Sarrià,10,21697
409,2018,5,Sarrià-Sant Gervasi,23,Sarrià,9,24114
408,2018,5,Sarrià-Sant Gervasi,23,Sarrià,8,31711
407,2018,5,Sarrià-Sant Gervasi,23,Sarrià,7,28731
406,2018,5,Sarrià-Sant Gervasi,23,Sarrià,6,32242
405,2018,5,Sarrià-Sant Gervasi,23,Sarrià,5,27965
404,2018,5,Sarrià-Sant Gervasi,23,Sarrià,4,32242
403,2018,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",3,23310
402,2018,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",2,23009
431,2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,31,32242
432,2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,32,32242
433,2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,33,29719
434,2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,34,24452
464,2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,64,24455
463,2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,63,27871
462,2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,62,29222
461,2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,61,23484
460,2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,60,32242
459,2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,59,31695
458,2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,58,32242
457,2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,57,32242
456,2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,56,31093
455,2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,55,32242
454,2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,54,32242
453,2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,53,32242
452,2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,52,32242
451,2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,51,28240
466,2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,66,32242
450,2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,50,24236
448,2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,48,26729
447,2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,47,27872
446,2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,46,32242
445,2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,45,24394
444,2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,44,21508
443,2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,43,22414
442,2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,42,20876
441,2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,41,24044
440,2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,40,20960
439,2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,39,28224
438,2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,38,21185
437,2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,37,22114
436,2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,36,32242
435,2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,35,32242
449,2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,49,32242
267,2018,3,Sants-Montjuïc,14,la Font de la Guatlla,41,14015
1067,2018,10,Sant Martí,71,Provençals del Poblenou,237,12274
265,2018,3,Sants-Montjuïc,13,la Marina de Port,39,9704
96,2018,2,Eixample,6,la Sagrada Família,43,17870
95,2018,2,Eixample,6,la Sagrada Família,42,19749
94,2018,2,Eixample,6,la Sagrada Família,41,16610
93,2018,2,Eixample,6,la Sagrada Família,40,15009
92,2018,2,Eixample,6,la Sagrada Família,39,16464
91,2018,2,Eixample,6,la Sagrada Família,38,18278
90,2018,2,Eixample,6,la Sagrada Família,37,19131
89,2018,2,Eixample,6,la Sagrada Família,36,18593
88,2018,2,Eixample,6,la Sagrada Família,35,17037
87,2018,2,Eixample,6,la Sagrada Família,34,14430
86,2018,2,Eixample,6,la Sagrada Família,33,16995
85,2018,2,Eixample,6,la Sagrada Família,32,16359
84,2018,2,Eixample,6,la Sagrada Família,31,19106
83,2018,2,Eixample,6,la Sagrada Família,30,12934
82,2018,2,Eixample,6,la Sagrada Família,29,16044
81,2018,2,Eixample,6,la Sagrada Família,28,18284
80,2018,2,Eixample,6,la Sagrada Família,27,17033
79,2018,2,Eixample,6,la Sagrada Família,26,16611
78,2018,2,Eixample,6,la Sagrada Família,25,14738
77,2018,2,Eixample,6,la Sagrada Família,24,14874
76,2018,2,Eixample,6,la Sagrada Família,23,17319
75,2018,2,Eixample,6,la Sagrada Família,22,16664
74,2018,2,Eixample,6,la Sagrada Família,21,16135
73,2018,2,Eixample,5,el Fort Pienc,20,14996
72,2018,2,Eixample,5,el Fort Pienc,19,16733
71,2018,2,Eixample,5,el Fort Pienc,18,19062
70,2018,2,Eixample,5,el Fort Pienc,17,18212
69,2018,2,Eixample,5,el Fort Pienc,16,19301
68,2018,2,Eixample,5,el Fort Pienc,15,14347
97,2018,2,Eixample,6,la Sagrada Família,44,14994
98,2018,2,Eixample,6,la Sagrada Família,45,17396
99,2018,2,Eixample,6,la Sagrada Família,46,15257
100,2018,2,Eixample,6,la Sagrada Família,47,16126
130,2018,2,Eixample,7,la Dreta de l'Eixample,77,21777
129,2018,2,Eixample,7,la Dreta de l'Eixample,76,23250
128,2018,2,Eixample,7,la Dreta de l'Eixample,75,19707
127,2018,2,Eixample,7,la Dreta de l'Eixample,74,22684
126,2018,2,Eixample,7,la Dreta de l'Eixample,73,22108
125,2018,2,Eixample,7,la Dreta de l'Eixample,72,24903
124,2018,2,Eixample,7,la Dreta de l'Eixample,71,22772
123,2018,2,Eixample,7,la Dreta de l'Eixample,70,19812
122,2018,2,Eixample,7,la Dreta de l'Eixample,69,18651
121,2018,2,Eixample,7,la Dreta de l'Eixample,68,17877
120,2018,2,Eixample,7,la Dreta de l'Eixample,67,16924
119,2018,2,Eixample,7,la Dreta de l'Eixample,66,19046
118,2018,2,Eixample,7,la Dreta de l'Eixample,65,20280
117,2018,2,Eixample,7,la Dreta de l'Eixample,64,22856
67,2018,2,Eixample,5,el Fort Pienc,14,13873
116,2018,2,Eixample,7,la Dreta de l'Eixample,63,25543
114,2018,2,Eixample,7,la Dreta de l'Eixample,61,17755
113,2018,2,Eixample,7,la Dreta de l'Eixample,60,18231
112,2018,2,Eixample,7,la Dreta de l'Eixample,59,21084
111,2018,2,Eixample,7,la Dreta de l'Eixample,58,20720
110,2018,2,Eixample,7,la Dreta de l'Eixample,57,22698
109,2018,2,Eixample,7,la Dreta de l'Eixample,56,18292
108,2018,2,Eixample,7,la Dreta de l'Eixample,55,17931
107,2018,2,Eixample,6,la Sagrada Família,54,17960
106,2018,2,Eixample,6,la Sagrada Família,53,17925
105,2018,2,Eixample,6,la Sagrada Família,52,16705
104,2018,2,Eixample,6,la Sagrada Família,51,15701
103,2018,2,Eixample,6,la Sagrada Família,50,16220
102,2018,2,Eixample,6,la Sagrada Família,49,15112
101,2018,2,Eixample,6,la Sagrada Família,48,15991
115,2018,2,Eixample,7,la Dreta de l'Eixample,62,21403
131,2018,2,Eixample,7,la Dreta de l'Eixample,78,23726
66,2018,2,Eixample,5,el Fort Pienc,13,14893
64,2018,2,Eixample,5,el Fort Pienc,11,18675
29,2018,1,Ciutat Vella,2,el Gòtic,31,11953
28,2018,1,Ciutat Vella,2,el Gòtic,30,10354
27,2018,1,Ciutat Vella,2,el Gòtic,29,10690
26,2018,1,Ciutat Vella,2,el Gòtic,28,12015
25,2018,1,Ciutat Vella,2,el Gòtic,27,11634
24,2018,1,Ciutat Vella,2,el Gòtic,26,11125
23,2018,1,Ciutat Vella,2,el Gòtic,25,13351
22,2018,1,Ciutat Vella,2,el Gòtic,23,13650
21,2018,1,Ciutat Vella,2,el Gòtic,22,16811
20,2018,1,Ciutat Vella,1,el Raval,21,13824
19,2018,1,Ciutat Vella,1,el Raval,20,13962
18,2018,1,Ciutat Vella,1,el Raval,19,8906
17,2018,1,Ciutat Vella,1,el Raval,18,9213
16,2018,1,Ciutat Vella,1,el Raval,17,8727
15,2018,1,Ciutat Vella,1,el Raval,16,8934
14,2018,1,Ciutat Vella,1,el Raval,15,9195
13,2018,1,Ciutat Vella,1,el Raval,14,9234
12,2018,1,Ciutat Vella,1,el Raval,13,10360
11,2018,1,Ciutat Vella,1,el Raval,12,9603
10,2018,1,Ciutat Vella,1,el Raval,11,7660
9,2018,1,Ciutat Vella,1,el Raval,10,7815
8,2018,1,Ciutat Vella,1,el Raval,9,8883
7,2018,1,Ciutat Vella,1,el Raval,8,7220
6,2018,1,Ciutat Vella,1,el Raval,7,9195
5,2018,1,Ciutat Vella,1,el Raval,6,10339
4,2018,1,Ciutat Vella,1,el Raval,5,8677
3,2018,1,Ciutat Vella,1,el Raval,4,10736
2,2018,1,Ciutat Vella,1,el Raval,3,8406
1,2018,1,Ciutat Vella,1,el Raval,2,8127
30,2018,1,Ciutat Vella,3,la Barceloneta,32,13237
31,2018,1,Ciutat Vella,3,la Barceloneta,33,10773
32,2018,1,Ciutat Vella,3,la Barceloneta,34,11653
33,2018,1,Ciutat Vella,3,la Barceloneta,35,11397
63,2018,2,Eixample,5,el Fort Pienc,10,16282
62,2018,2,Eixample,5,el Fort Pienc,9,17156
61,2018,2,Eixample,5,el Fort Pienc,8,17620
60,2018,2,Eixample,5,el Fort Pienc,7,20326
59,2018,2,Eixample,5,el Fort Pienc,6,18029
58,2018,2,Eixample,5,el Fort Pienc,5,18364
57,2018,2,Eixample,5,el Fort Pienc,4,13934
56,2018,2,Eixample,5,el Fort Pienc,3,18079
55,2018,2,Eixample,5,el Fort Pienc,2,16559
54,2018,2,Eixample,5,el Fort Pienc,1,16275
53,2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",55,14710
52,2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",54,12564
51,2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",53,11898
50,2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",52,17954
65,2018,2,Eixample,5,el Fort Pienc,12,14183
49,2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",51,10130
47,2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",49,12515
46,2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",48,9936
45,2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",47,11262
44,2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",46,14038
43,2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",45,12787
