,Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Seccio_Censal,Import_Euros 
684,2015,7,Horta-Guinardó,41,la Vall d'Hebron,99,14781
683,2015,7,Horta-Guinardó,41,la Vall d'Hebron,98,17543
682,2015,7,Horta-Guinardó,40,Montbau,97,14770
681,2015,7,Horta-Guinardó,40,Montbau,96,12499
680,2015,7,Horta-Guinardó,40,Montbau,95,14469
679,2015,7,Horta-Guinardó,40,Montbau,94,13856
678,2015,7,Horta-Guinardó,39,Sant Genís dels Agudells,93,12873
677,2015,7,Horta-Guinardó,39,Sant Genís dels Agudells,92,10866
676,2015,7,Horta-Guinardó,39,Sant Genís dels Agudells,91,12926
675,2015,7,Horta-Guinardó,39,Sant Genís dels Agudells,90,11928
674,2015,7,Horta-Guinardó,39,Sant Genís dels Agudells,89,15123
673,2015,7,Horta-Guinardó,38,la Teixonera,88,10311
672,2015,7,Horta-Guinardó,38,la Teixonera,87,12368
671,2015,7,Horta-Guinardó,38,la Teixonera,86,11596
670,2015,7,Horta-Guinardó,38,la Teixonera,85,11907
699,2015,7,Horta-Guinardó,43,Horta,114,14741
700,2015,7,Horta-Guinardó,43,Horta,115,16380
701,2015,7,Horta-Guinardó,43,Horta,116,13493
702,2015,7,Horta-Guinardó,43,Horta,117,12121
732,2015,8,Nou Barris,45,Porta,24,13325
731,2015,8,Nou Barris,45,Porta,23,11505
730,2015,8,Nou Barris,45,Porta,22,13729
729,2015,8,Nou Barris,45,Porta,21,12580
728,2015,8,Nou Barris,45,Porta,20,13638
727,2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,19,11878
726,2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,18,12775
725,2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,17,14581
724,2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,16,12057
723,2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,15,11762
722,2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,14,12547
721,2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,13,13459
720,2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,12,12848
719,2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,11,15283
734,2015,8,Nou Barris,45,Porta,26,12630
718,2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,10,13885
716,2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,8,14162
715,2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,7,14715
714,2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,6,13771
713,2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,5,13546
712,2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,4,12381
711,2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,3,13168
710,2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,2,15504
709,2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,1,13029
708,2015,7,Horta-Guinardó,43,Horta,123,13868
707,2015,7,Horta-Guinardó,43,Horta,122,13029
706,2015,7,Horta-Guinardó,43,Horta,121,12452
705,2015,7,Horta-Guinardó,43,Horta,120,13477
704,2015,7,Horta-Guinardó,43,Horta,119,12410
703,2015,7,Horta-Guinardó,43,Horta,118,14207
717,2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,9,12579
0,2015,1,Ciutat Vella,1,el Raval,1,9310
532,2015,6,Gràcia,31,Vila de Gràcia,35,18478
1065,2016,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,235,12175
362,2016,4,Les Corts,19,les Corts,19,25270
361,2016,4,Les Corts,19,les Corts,18,21596
360,2016,4,Les Corts,19,les Corts,17,21466
359,2016,4,Les Corts,19,les Corts,16,19559
358,2016,4,Les Corts,19,les Corts,15,19682
357,2016,4,Les Corts,19,les Corts,14,20516
356,2016,4,Les Corts,19,les Corts,13,20788
355,2016,4,Les Corts,19,les Corts,12,18249
354,2016,4,Les Corts,19,les Corts,11,20692
353,2016,4,Les Corts,19,les Corts,10,19909
352,2016,4,Les Corts,19,les Corts,9,17517
351,2016,4,Les Corts,19,les Corts,8,16273
350,2016,4,Les Corts,19,les Corts,7,14977
349,2016,4,Les Corts,19,les Corts,6,16987
348,2016,4,Les Corts,19,les Corts,5,17087
347,2016,4,Les Corts,19,les Corts,4,17687
346,2016,4,Les Corts,19,les Corts,3,18790
345,2016,4,Les Corts,19,les Corts,2,20093
344,2016,4,Les Corts,19,les Corts,1,17480
343,2016,3,Sants-Montjuïc,13,la Marina de Port,213,9468
342,2016,3,Sants-Montjuïc,13,la Marina de Port,212,11947
341,2016,3,Sants-Montjuïc,13,la Marina de Port,211,12498
340,2016,3,Sants-Montjuïc,18,Sants,114,18043
339,2016,3,Sants-Montjuïc,18,Sants,113,19639
338,2016,3,Sants-Montjuïc,18,Sants,112,17441
337,2016,3,Sants-Montjuïc,18,Sants,111,14324
336,2016,3,Sants-Montjuïc,18,Sants,110,14931
335,2016,3,Sants-Montjuïc,18,Sants,109,14320
334,2016,3,Sants-Montjuïc,18,Sants,108,13600
363,2016,4,Les Corts,19,les Corts,20,20167
333,2016,3,Sants-Montjuïc,18,Sants,107,15988
364,2016,4,Les Corts,19,les Corts,21,23631
366,2016,4,Les Corts,19,les Corts,23,29364
395,2016,4,Les Corts,21,Pedralbes,52,29364
394,2016,4,Les Corts,21,Pedralbes,51,20511
393,2016,4,Les Corts,21,Pedralbes,50,29364
392,2016,4,Les Corts,20,la Maternitat i Sant Ramon,49,25388
391,2016,4,Les Corts,20,la Maternitat i Sant Ramon,48,19797
390,2016,4,Les Corts,20,la Maternitat i Sant Ramon,47,18040
389,2016,4,Les Corts,20,la Maternitat i Sant Ramon,46,23527
388,2016,4,Les Corts,20,la Maternitat i Sant Ramon,45,15175
387,2016,4,Les Corts,20,la Maternitat i Sant Ramon,44,15785
386,2016,4,Les Corts,20,la Maternitat i Sant Ramon,43,21229
385,2016,4,Les Corts,20,la Maternitat i Sant Ramon,42,14469
384,2016,4,Les Corts,20,la Maternitat i Sant Ramon,41,13832
383,2016,4,Les Corts,20,la Maternitat i Sant Ramon,40,13113
382,2016,4,Les Corts,20,la Maternitat i Sant Ramon,39,16672
381,2016,4,Les Corts,20,la Maternitat i Sant Ramon,38,17693
380,2016,4,Les Corts,20,la Maternitat i Sant Ramon,37,17434
379,2016,4,Les Corts,20,la Maternitat i Sant Ramon,36,15271
378,2016,4,Les Corts,19,les Corts,35,19726
377,2016,4,Les Corts,19,les Corts,34,21928
376,2016,4,Les Corts,19,les Corts,33,16680
375,2016,4,Les Corts,19,les Corts,32,17492
374,2016,4,Les Corts,19,les Corts,31,15279
373,2016,4,Les Corts,19,les Corts,30,21624
372,2016,4,Les Corts,19,les Corts,29,22506
371,2016,4,Les Corts,19,les Corts,28,18733
370,2016,4,Les Corts,19,les Corts,27,19929
369,2016,4,Les Corts,19,les Corts,26,19735
368,2016,4,Les Corts,19,les Corts,25,18419
367,2016,4,Les Corts,19,les Corts,24,29364
365,2016,4,Les Corts,19,les Corts,22,20423
332,2016,3,Sants-Montjuïc,18,Sants,106,13515
331,2016,3,Sants-Montjuïc,18,Sants,105,13368
330,2016,3,Sants-Montjuïc,18,Sants,104,12718
295,2016,3,Sants-Montjuïc,16,la Bordeta,69,14821
294,2016,3,Sants-Montjuïc,16,la Bordeta,68,12777
293,2016,3,Sants-Montjuïc,16,la Bordeta,67,13865
292,2016,3,Sants-Montjuïc,16,la Bordeta,66,13416
291,2016,3,Sants-Montjuïc,16,la Bordeta,65,14329
290,2016,3,Sants-Montjuïc,16,la Bordeta,64,14167
289,2016,3,Sants-Montjuïc,16,la Bordeta,63,12652
288,2016,3,Sants-Montjuïc,16,la Bordeta,62,13294
287,2016,3,Sants-Montjuïc,16,la Bordeta,61,13006
286,2016,3,Sants-Montjuïc,16,la Bordeta,60,14811
285,2016,3,Sants-Montjuïc,16,la Bordeta,59,12494
284,2016,3,Sants-Montjuïc,16,la Bordeta,58,16013
283,2016,3,Sants-Montjuïc,16,la Bordeta,57,13118
282,2016,3,Sants-Montjuïc,15,Hostafrancs,56,14130
281,2016,3,Sants-Montjuïc,15,Hostafrancs,55,13912
280,2016,3,Sants-Montjuïc,15,Hostafrancs,54,14419
279,2016,3,Sants-Montjuïc,15,Hostafrancs,53,12463
278,2016,3,Sants-Montjuïc,15,Hostafrancs,52,12068
277,2016,3,Sants-Montjuïc,15,Hostafrancs,51,11897
276,2016,3,Sants-Montjuïc,15,Hostafrancs,50,14498
275,2016,3,Sants-Montjuïc,15,Hostafrancs,49,14391
274,2016,3,Sants-Montjuïc,15,Hostafrancs,48,16394
273,2016,3,Sants-Montjuïc,15,Hostafrancs,47,12890
272,2016,3,Sants-Montjuïc,14,la Font de la Guatlla,46,17213
271,2016,3,Sants-Montjuïc,14,la Font de la Guatlla,45,14441
270,2016,3,Sants-Montjuïc,14,la Font de la Guatlla,44,12464
269,2016,3,Sants-Montjuïc,14,la Font de la Guatlla,43,13903
268,2016,3,Sants-Montjuïc,14,la Font de la Guatlla,42,12728
267,2016,3,Sants-Montjuïc,14,la Font de la Guatlla,41,12923
296,2016,3,Sants-Montjuïc,17,Sants - Badal,70,12120
297,2016,3,Sants-Montjuïc,17,Sants - Badal,71,11423
298,2016,3,Sants-Montjuïc,17,Sants - Badal,72,11912
299,2016,3,Sants-Montjuïc,17,Sants - Badal,73,13518
329,2016,3,Sants-Montjuïc,18,Sants,103,14347
328,2016,3,Sants-Montjuïc,18,Sants,102,14242
327,2016,3,Sants-Montjuïc,18,Sants,101,12571
326,2016,3,Sants-Montjuïc,18,Sants,100,13733
325,2016,3,Sants-Montjuïc,18,Sants,99,14183
324,2016,3,Sants-Montjuïc,18,Sants,98,12229
323,2016,3,Sants-Montjuïc,18,Sants,97,9796
322,2016,3,Sants-Montjuïc,18,Sants,96,12945
321,2016,3,Sants-Montjuïc,18,Sants,95,13924
320,2016,3,Sants-Montjuïc,18,Sants,94,16152
319,2016,3,Sants-Montjuïc,18,Sants,93,15404
318,2016,3,Sants-Montjuïc,18,Sants,92,14613
317,2016,3,Sants-Montjuïc,18,Sants,91,15590
316,2016,3,Sants-Montjuïc,18,Sants,90,18062
396,2016,4,Les Corts,21,Pedralbes,53,21337
315,2016,3,Sants-Montjuïc,18,Sants,89,16651
313,2016,3,Sants-Montjuïc,18,Sants,87,17609
312,2016,3,Sants-Montjuïc,18,Sants,86,20008
311,2016,3,Sants-Montjuïc,17,Sants - Badal,85,14059
310,2016,3,Sants-Montjuïc,17,Sants - Badal,84,14987
309,2016,3,Sants-Montjuïc,17,Sants - Badal,83,15339
308,2016,3,Sants-Montjuïc,17,Sants - Badal,82,15992
307,2016,3,Sants-Montjuïc,17,Sants - Badal,81,14542
306,2016,3,Sants-Montjuïc,17,Sants - Badal,80,13769
305,2016,3,Sants-Montjuïc,17,Sants - Badal,79,11377
304,2016,3,Sants-Montjuïc,17,Sants - Badal,78,13166
303,2016,3,Sants-Montjuïc,17,Sants - Badal,77,12880
302,2016,3,Sants-Montjuïc,17,Sants - Badal,76,12966
301,2016,3,Sants-Montjuïc,17,Sants - Badal,75,12877
300,2016,3,Sants-Montjuïc,17,Sants - Badal,74,13327
314,2016,3,Sants-Montjuïc,18,Sants,88,14351
397,2016,4,Les Corts,21,Pedralbes,54,27738
398,2016,4,Les Corts,21,Pedralbes,55,29364
399,2016,4,Les Corts,21,Pedralbes,56,29364
495,2016,5,Sarrià-Sant Gervasi,27,el Putget i Farró,95,17532
494,2016,5,Sarrià-Sant Gervasi,27,el Putget i Farró,94,24196
493,2016,5,Sarrià-Sant Gervasi,27,el Putget i Farró,93,21051
492,2016,5,Sarrià-Sant Gervasi,27,el Putget i Farró,92,25407
491,2016,5,Sarrià-Sant Gervasi,27,el Putget i Farró,91,20150
490,2016,5,Sarrià-Sant Gervasi,27,el Putget i Farró,90,19379
489,2016,5,Sarrià-Sant Gervasi,27,el Putget i Farró,89,20980
488,2016,5,Sarrià-Sant Gervasi,27,el Putget i Farró,88,19436
487,2016,5,Sarrià-Sant Gervasi,27,el Putget i Farró,87,21002
486,2016,5,Sarrià-Sant Gervasi,27,el Putget i Farró,86,18932
485,2016,5,Sarrià-Sant Gervasi,27,el Putget i Farró,85,17233
484,2016,5,Sarrià-Sant Gervasi,27,el Putget i Farró,84,18772
483,2016,5,Sarrià-Sant Gervasi,27,el Putget i Farró,83,18891
482,2016,5,Sarrià-Sant Gervasi,27,el Putget i Farró,82,18452
481,2016,5,Sarrià-Sant Gervasi,27,el Putget i Farró,81,19179
480,2016,5,Sarrià-Sant Gervasi,27,el Putget i Farró,80,19606
479,2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,79,21551
478,2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,78,20413
477,2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,77,23341
476,2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,76,24166
475,2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,75,21797
474,2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,74,23490
473,2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,73,20471
472,2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,72,21313
471,2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,71,20072
470,2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,70,20987
469,2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,69,22036
468,2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,68,22806
467,2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,67,23727
496,2016,5,Sarrià-Sant Gervasi,27,el Putget i Farró,96,21255
497,2016,5,Sarrià-Sant Gervasi,27,el Putget i Farró,97,20872
498,2016,5,Sarrià-Sant Gervasi,27,el Putget i Farró,98,19182
499,2016,6,Gràcia,28,Vallcarca i els Penitents,1,16153
529,2016,6,Gràcia,31,Vila de Gràcia,32,14938
528,2016,6,Gràcia,31,Vila de Gràcia,31,16194
527,2016,6,Gràcia,31,Vila de Gràcia,30,15018
526,2016,6,Gràcia,31,Vila de Gràcia,29,17085
525,2016,6,Gràcia,31,Vila de Gràcia,28,15154
524,2016,6,Gràcia,30,la Salut,27,17772
523,2016,6,Gràcia,30,la Salut,26,17576
522,2016,6,Gràcia,30,la Salut,25,16708
521,2016,6,Gràcia,30,la Salut,24,16920
520,2016,6,Gràcia,30,la Salut,23,21592
519,2016,6,Gràcia,30,la Salut,22,16677
518,2016,6,Gràcia,30,la Salut,21,18108
517,2016,6,Gràcia,30,la Salut,20,15750
516,2016,6,Gràcia,30,la Salut,19,15589
466,2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,66,26663
515,2016,6,Gràcia,30,la Salut,18,15251
513,2016,6,Gràcia,29,el Coll,16,12878
512,2016,6,Gràcia,29,el Coll,15,12947
511,2016,6,Gràcia,29,el Coll,14,14871
510,2016,6,Gràcia,29,el Coll,13,15142
509,2016,6,Gràcia,28,Vallcarca i els Penitents,12,20914
508,2016,6,Gràcia,28,Vallcarca i els Penitents,11,21679
507,2016,6,Gràcia,28,Vallcarca i els Penitents,10,17778
506,2016,6,Gràcia,28,Vallcarca i els Penitents,9,21683
505,2016,6,Gràcia,28,Vallcarca i els Penitents,8,16479
504,2016,6,Gràcia,28,Vallcarca i els Penitents,7,17825
503,2016,6,Gràcia,28,Vallcarca i els Penitents,6,21133
502,2016,6,Gràcia,28,Vallcarca i els Penitents,4,16618
501,2016,6,Gràcia,28,Vallcarca i els Penitents,3,15557
500,2016,6,Gràcia,28,Vallcarca i els Penitents,2,16425
514,2016,6,Gràcia,29,el Coll,17,13414
266,2016,3,Sants-Montjuïc,14,la Font de la Guatlla,40,15842
465,2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,65,22115
463,2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,63,23224
428,2016,5,Sarrià-Sant Gervasi,24,les Tres Torres,28,29364
427,2016,5,Sarrià-Sant Gervasi,24,les Tres Torres,27,29364
426,2016,5,Sarrià-Sant Gervasi,24,les Tres Torres,26,29364
425,2016,5,Sarrià-Sant Gervasi,24,les Tres Torres,25,29364
424,2016,5,Sarrià-Sant Gervasi,24,les Tres Torres,24,27988
423,2016,5,Sarrià-Sant Gervasi,24,les Tres Torres,23,18984
422,2016,5,Sarrià-Sant Gervasi,24,les Tres Torres,22,27306
421,2016,5,Sarrià-Sant Gervasi,24,les Tres Torres,21,29364
420,2016,5,Sarrià-Sant Gervasi,24,les Tres Torres,20,24069
419,2016,5,Sarrià-Sant Gervasi,23,Sarrià,19,26720
418,2016,5,Sarrià-Sant Gervasi,23,Sarrià,18,21339
417,2016,5,Sarrià-Sant Gervasi,23,Sarrià,17,28863
416,2016,5,Sarrià-Sant Gervasi,23,Sarrià,16,18085
415,2016,5,Sarrià-Sant Gervasi,23,Sarrià,15,21881
414,2016,5,Sarrià-Sant Gervasi,23,Sarrià,14,22468
413,2016,5,Sarrià-Sant Gervasi,23,Sarrià,13,22066
412,2016,5,Sarrià-Sant Gervasi,23,Sarrià,12,19742
411,2016,5,Sarrià-Sant Gervasi,23,Sarrià,11,21290
410,2016,5,Sarrià-Sant Gervasi,23,Sarrià,10,19910
409,2016,5,Sarrià-Sant Gervasi,23,Sarrià,9,22036
408,2016,5,Sarrià-Sant Gervasi,23,Sarrià,8,26202
407,2016,5,Sarrià-Sant Gervasi,23,Sarrià,7,24407
406,2016,5,Sarrià-Sant Gervasi,23,Sarrià,6,29364
405,2016,5,Sarrià-Sant Gervasi,23,Sarrià,5,14469
404,2016,5,Sarrià-Sant Gervasi,23,Sarrià,4,29364
403,2016,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",3,21524
402,2016,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",2,22962
401,2016,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",1,12967
400,2016,4,Les Corts,20,la Maternitat i Sant Ramon,84,23215
429,2016,5,Sarrià-Sant Gervasi,24,les Tres Torres,29,29364
430,2016,5,Sarrià-Sant Gervasi,24,les Tres Torres,30,29364
431,2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,31,29364
432,2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,32,29364
462,2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,62,24708
461,2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,61,20251
460,2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,60,26478
459,2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,59,27927
458,2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,58,29364
457,2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,57,29364
456,2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,56,29364
455,2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,55,29364
454,2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,54,29364
453,2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,53,29364
452,2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,52,29364
451,2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,51,25028
450,2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,50,22422
449,2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,49,29364
464,2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,64,23433
448,2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,48,22461
446,2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,46,29364
445,2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,45,25004
444,2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,44,18574
443,2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,43,21232
442,2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,42,20021
441,2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,41,18973
440,2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,40,18693
439,2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,39,26741
438,2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,38,20766
437,2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,37,21708
436,2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,36,27536
435,2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,35,29364
434,2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,34,20976
433,2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,33,23543
447,2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,47,24614
530,2016,6,Gràcia,31,Vila de Gràcia,33,16752
265,2016,3,Sants-Montjuïc,13,la Marina de Port,39,9384
263,2016,3,Sants-Montjuïc,13,la Marina de Port,37,12833
95,2016,2,Eixample,6,la Sagrada Família,42,18896
94,2016,2,Eixample,6,la Sagrada Família,41,16032
93,2016,2,Eixample,6,la Sagrada Família,40,13673
92,2016,2,Eixample,6,la Sagrada Família,39,14998
91,2016,2,Eixample,6,la Sagrada Família,38,17857
90,2016,2,Eixample,6,la Sagrada Família,37,17386
89,2016,2,Eixample,6,la Sagrada Família,36,17714
88,2016,2,Eixample,6,la Sagrada Família,35,16226
87,2016,2,Eixample,6,la Sagrada Família,34,13073
86,2016,2,Eixample,6,la Sagrada Família,33,15454
85,2016,2,Eixample,6,la Sagrada Família,32,16472
84,2016,2,Eixample,6,la Sagrada Família,31,18360
83,2016,2,Eixample,6,la Sagrada Família,30,12937
82,2016,2,Eixample,6,la Sagrada Família,29,14248
81,2016,2,Eixample,6,la Sagrada Família,28,15677
80,2016,2,Eixample,6,la Sagrada Família,27,16635
79,2016,2,Eixample,6,la Sagrada Família,26,15318
78,2016,2,Eixample,6,la Sagrada Família,25,13903
77,2016,2,Eixample,6,la Sagrada Família,24,14007
76,2016,2,Eixample,6,la Sagrada Família,23,16042
75,2016,2,Eixample,6,la Sagrada Família,22,15642
74,2016,2,Eixample,6,la Sagrada Família,21,15009
73,2016,2,Eixample,5,el Fort Pienc,20,14164
72,2016,2,Eixample,5,el Fort Pienc,19,15757
71,2016,2,Eixample,5,el Fort Pienc,18,17613
70,2016,2,Eixample,5,el Fort Pienc,17,16810
69,2016,2,Eixample,5,el Fort Pienc,16,17847
68,2016,2,Eixample,5,el Fort Pienc,15,13951
67,2016,2,Eixample,5,el Fort Pienc,14,12283
96,2016,2,Eixample,6,la Sagrada Família,43,16971
66,2016,2,Eixample,5,el Fort Pienc,13,14396
97,2016,2,Eixample,6,la Sagrada Família,44,14383
99,2016,2,Eixample,6,la Sagrada Família,46,14176
128,2016,2,Eixample,7,la Dreta de l'Eixample,75,18141
127,2016,2,Eixample,7,la Dreta de l'Eixample,74,22009
126,2016,2,Eixample,7,la Dreta de l'Eixample,73,21470
125,2016,2,Eixample,7,la Dreta de l'Eixample,72,22971
124,2016,2,Eixample,7,la Dreta de l'Eixample,71,20652
123,2016,2,Eixample,7,la Dreta de l'Eixample,70,18908
122,2016,2,Eixample,7,la Dreta de l'Eixample,69,18926
121,2016,2,Eixample,7,la Dreta de l'Eixample,68,16617
120,2016,2,Eixample,7,la Dreta de l'Eixample,67,15892
119,2016,2,Eixample,7,la Dreta de l'Eixample,66,18655
118,2016,2,Eixample,7,la Dreta de l'Eixample,65,18062
117,2016,2,Eixample,7,la Dreta de l'Eixample,64,21716
116,2016,2,Eixample,7,la Dreta de l'Eixample,63,25297
115,2016,2,Eixample,7,la Dreta de l'Eixample,62,18665
114,2016,2,Eixample,7,la Dreta de l'Eixample,61,16094
113,2016,2,Eixample,7,la Dreta de l'Eixample,60,17969
112,2016,2,Eixample,7,la Dreta de l'Eixample,59,20163
111,2016,2,Eixample,7,la Dreta de l'Eixample,58,19217
110,2016,2,Eixample,7,la Dreta de l'Eixample,57,21498
109,2016,2,Eixample,7,la Dreta de l'Eixample,56,18193
108,2016,2,Eixample,7,la Dreta de l'Eixample,55,16895
107,2016,2,Eixample,6,la Sagrada Família,54,16693
106,2016,2,Eixample,6,la Sagrada Família,53,17072
105,2016,2,Eixample,6,la Sagrada Família,52,15548
104,2016,2,Eixample,6,la Sagrada Família,51,14770
103,2016,2,Eixample,6,la Sagrada Família,50,15515
102,2016,2,Eixample,6,la Sagrada Família,49,14210
101,2016,2,Eixample,6,la Sagrada Família,48,14809
100,2016,2,Eixample,6,la Sagrada Família,47,15610
98,2016,2,Eixample,6,la Sagrada Família,45,16744
65,2016,2,Eixample,5,el Fort Pienc,12,13611
64,2016,2,Eixample,5,el Fort Pienc,11,16854
63,2016,2,Eixample,5,el Fort Pienc,10,15326
28,2016,1,Ciutat Vella,2,el Gòtic,30,10211
27,2016,1,Ciutat Vella,2,el Gòtic,29,9797
26,2016,1,Ciutat Vella,2,el Gòtic,28,11116
25,2016,1,Ciutat Vella,2,el Gòtic,27,10910
24,2016,1,Ciutat Vella,2,el Gòtic,26,11285
23,2016,1,Ciutat Vella,2,el Gòtic,25,11760
22,2016,1,Ciutat Vella,2,el Gòtic,23,13615
21,2016,1,Ciutat Vella,2,el Gòtic,22,15591
20,2016,1,Ciutat Vella,1,el Raval,21,12340
19,2016,1,Ciutat Vella,1,el Raval,20,13194
18,2016,1,Ciutat Vella,1,el Raval,19,8095
17,2016,1,Ciutat Vella,1,el Raval,18,8235
16,2016,1,Ciutat Vella,1,el Raval,17,7713
15,2016,1,Ciutat Vella,1,el Raval,16,8357
14,2016,1,Ciutat Vella,1,el Raval,15,8857
13,2016,1,Ciutat Vella,1,el Raval,14,8531
12,2016,1,Ciutat Vella,1,el Raval,13,9880
11,2016,1,Ciutat Vella,1,el Raval,12,9117
10,2016,1,Ciutat Vella,1,el Raval,11,6796
9,2016,1,Ciutat Vella,1,el Raval,10,7592
8,2016,1,Ciutat Vella,1,el Raval,9,8437
7,2016,1,Ciutat Vella,1,el Raval,8,6812
6,2016,1,Ciutat Vella,1,el Raval,7,8189
5,2016,1,Ciutat Vella,1,el Raval,6,9131
4,2016,1,Ciutat Vella,1,el Raval,5,7714
3,2016,1,Ciutat Vella,1,el Raval,4,9510
2,2016,1,Ciutat Vella,1,el Raval,3,7657
1,2016,1,Ciutat Vella,1,el Raval,2,7366
0,2016,1,Ciutat Vella,1,el Raval,1,9977
29,2016,1,Ciutat Vella,2,el Gòtic,31,10322
30,2016,1,Ciutat Vella,3,la Barceloneta,32,13006
31,2016,1,Ciutat Vella,3,la Barceloneta,33,10089
32,2016,1,Ciutat Vella,3,la Barceloneta,34,10333
62,2016,2,Eixample,5,el Fort Pienc,9,16410
61,2016,2,Eixample,5,el Fort Pienc,8,17109
60,2016,2,Eixample,5,el Fort Pienc,7,18286
59,2016,2,Eixample,5,el Fort Pienc,6,17978
58,2016,2,Eixample,5,el Fort Pienc,5,17634
57,2016,2,Eixample,5,el Fort Pienc,4,12819
56,2016,2,Eixample,5,el Fort Pienc,3,17093
55,2016,2,Eixample,5,el Fort Pienc,2,14502
54,2016,2,Eixample,5,el Fort Pienc,1,14772
